2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.
2020-06-10 17:10:05.507 The 3322-th variable: name is axis3.motor.Ra.i, valueReference is 3146, valueType is 1, valueInit is -7.812832883054574, causality is 8.

2020-06-10 17:10:05.508 The 3323-th variable: name is axis2.motor.emf.flange.tau, valueReference is 3028, valueType is 1, valueInit is -4.228703716786003, causality is 8.

2020-06-10 17:10:05.508 The 3324-th variable: name is axis2.motor.hall1.i, valueReference is 2939, valueType is 1, valueInit is -3.640412979326793, causality is 8.

2020-06-10 17:10:05.508 The 3325-th variable: name is axis2.motor.Ra.i, valueReference is 2939, valueType is 1, valueInit is -3.640412979326793, causality is 8.

2020-06-10 17:10:05.509 The 3326-th variable: name is axis1.motor.emf.flange.tau, valueReference is 2821, valueType is 1, valueInit is -0.4000000000000001, causality is 8.

2020-06-10 17:10:05.509 The 3327-th variable: name is axis1.motor.hall1.i, valueReference is 2732, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:05.510 The 3328-th variable: name is axis1.motor.Ra.i, valueReference is 2732, valueType is 1, valueInit is -0.3443526170798899, causality is 8.

2020-06-10 17:10:05.511 The 3329-th variable: name is axis6.flange.tau, valueReference is 616, valueType is 1, valueInit is 0.4401575651106402, causality is 8.

2020-06-10 17:10:05.511 The 3330-th variable: name is axis5.flange.tau, valueReference is 518, valueType is 1, valueInit is 54.62557976686654, causality is 8.

2020-06-10 17:10:05.512 The 3331-th variable: name is axis4.flange.tau, valueReference is 425, valueType is 1, valueInit is -45.20455038574498, causality is 8.

2020-06-10 17:10:05.512 The 3332-th variable: name is axis3.flange.tau, valueReference is 329, valueType is 1, valueInit is 502.5232006173716, causality is 8.

2020-06-10 17:10:05.513 The 3333-th variable: name is axis2.flange.tau, valueReference is 234, valueType is 1, valueInit is 783.0277805250607, causality is 8.

2020-06-10 17:10:05.513 The 3334-th variable: name is axis1.flange.tau, valueReference is 137, valueType is 1, valueInit is -7.105427357601002e-015, causality is 8.

2020-06-10 17:10:05.513 The 3335-th variable: name is pathPlanning.path.qd[6], valueReference is 18284, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.514 The 3336-th variable: name is pathPlanning.path.q[6], valueReference is 18278, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.514 The 3337-th variable: name is axis6.motor.phi.phi, valueReference is 3813, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.515 The 3338-th variable: name is pathPlanning.path.qd[5], valueReference is 17900, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.515 The 3339-th variable: name is pathPlanning.path.q[5], valueReference is 17894, valueType is 1, valueInit is -1.919862177193763, causality is 8.

2020-06-10 17:10:05.516 The 3340-th variable: name is axis5.motor.phi.phi, valueReference is 3621, valueType is 1, valueInit is -152.053084433746, causality is 8.

2020-06-10 17:10:05.516 The 3341-th variable: name is pathPlanning.path.qd[4], valueReference is 17516, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.517 The 3342-th variable: name is pathPlanning.path.q[4], valueReference is 17510, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.517 The 3343-th variable: name is axis4.motor.phi.phi, valueReference is 3429, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.517 The 3344-th variable: name is pathPlanning.path.qd[3], valueReference is 17128, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.518 The 3345-th variable: name is pathPlanning.path.q[3], valueReference is 17122, valueType is 1, valueInit is 1.570796326794897, causality is 8.

2020-06-10 17:10:05.518 The 3346-th variable: name is axis3.motor.phi.phi, valueReference is 3237, valueType is 1, valueInit is 94.10337638912557, causality is 8.

2020-06-10 17:10:05.519 The 3347-th variable: name is pathPlanning.path.qd[2], valueReference is 16714, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.519 The 3348-th variable: name is pathPlanning.path.q[2], valueReference is 16708, valueType is 1, valueInit is 0.3490658503988659, causality is 8.

2020-06-10 17:10:05.519 The 3349-th variable: name is axis2.motor.phi.phi, valueReference is 3030, valueType is 1, valueInit is 72.8377406191636, causality is 8.

2020-06-10 17:10:05.520 The 3350-th variable: name is pathPlanning.path.qd[1], valueReference is 16300, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.520 The 3351-th variable: name is pathPlanning.path.q[1], valueReference is 16294, valueType is 1, valueInit is -1.047197551196598, causality is 8.

2020-06-10 17:10:05.521 The 3352-th variable: name is axis1.motor.phi.phi, valueReference is 2823, valueType is 1, valueInit is 109.9557428756428, causality is 8.

2020-06-10 17:10:05.521 The 3353-th variable: name is mechanics.r6.frame_a.R.w[3], valueReference is 1991, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.522 The 3354-th variable: name is mechanics.r6.frame_a.R.w[2], valueReference is 1990, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.522 The 3355-th variable: name is mechanics.r6.frame_a.R.w[1], valueReference is 1989, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.522 The 3356-th variable: name is mechanics.r6.frame_a.R.T[3, 3], valueReference is 515, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.523 The 3357-th variable: name is mechanics.r6.frame_a.R.T[3, 2], valueReference is 514, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:05.523 The 3358-th variable: name is mechanics.r6.frame_a.R.T[3, 1], valueReference is 513, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:05.524 The 3359-th variable: name is mechanics.r5.frame_b.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:05.524 The 3360-th variable: name is mechanics.r5.frame_b.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:05.525 The 3361-th variable: name is mechanics.r5.frame_b.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:05.525 The 3362-th variable: name is mechanics.r6.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.526 The 3363-th variable: name is mechanics.r6.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.526 The 3364-th variable: name is mechanics.r6.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.527 The 3365-th variable: name is mechanics.r5.frame_a.R.w[3], valueReference is 1788, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.527 The 3366-th variable: name is mechanics.r5.frame_a.R.w[2], valueReference is 1787, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.528 The 3367-th variable: name is mechanics.r5.frame_a.R.w[1], valueReference is 1786, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.528 The 3368-th variable: name is mechanics.r5.frame_a.R.T[3, 3], valueReference is 421, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:05.528 The 3369-th variable: name is mechanics.r5.frame_a.R.T[3, 2], valueReference is 420, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:05.529 The 3370-th variable: name is mechanics.r5.frame_a.R.T[3, 1], valueReference is 419, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:05.529 The 3371-th variable: name is mechanics.r5.frame_a.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:05.530 The 3372-th variable: name is mechanics.r5.frame_a.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:05.530 The 3373-th variable: name is mechanics.r5.frame_a.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:05.531 The 3374-th variable: name is mechanics.r4.frame_b.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.531 The 3375-th variable: name is mechanics.r4.frame_b.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.531 The 3376-th variable: name is mechanics.r4.frame_b.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.532 The 3377-th variable: name is mechanics.r4.frame_a.R.w[3], valueReference is 1585, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.532 The 3378-th variable: name is mechanics.r4.frame_a.R.w[2], valueReference is 1584, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.533 The 3379-th variable: name is mechanics.r4.frame_a.R.w[1], valueReference is 1583, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.533 The 3380-th variable: name is mechanics.r4.frame_a.R.T[3, 3], valueReference is 326, valueType is 1, valueInit is -0.1710100716628344, causality is 8.

2020-06-10 17:10:05.533 The 3381-th variable: name is mechanics.r4.frame_a.R.T[3, 2], valueReference is 325, valueType is 1, valueInit is -0.9396926207859084, causality is 8.

2020-06-10 17:10:05.534 The 3382-th variable: name is mechanics.r4.frame_a.R.T[3, 1], valueReference is 324, valueType is 1, valueInit is 0.2961981327260237, causality is 8.

2020-06-10 17:10:05.534 The 3383-th variable: name is mechanics.r3.frame_b.R.T[2, 3], valueReference is 418, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:05.535 The 3384-th variable: name is mechanics.r3.frame_b.R.T[2, 2], valueReference is 417, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:05.535 The 3385-th variable: name is mechanics.r3.frame_b.R.T[2, 1], valueReference is 416, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:05.535 The 3386-th variable: name is mechanics.r4.frame_a.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.536 The 3387-th variable: name is mechanics.r4.frame_a.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.536 The 3388-th variable: name is mechanics.r3.frame_a.R.w[3], valueReference is 1377, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.537 The 3389-th variable: name is mechanics.r3.frame_a.R.w[2], valueReference is 1376, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.537 The 3390-th variable: name is mechanics.r3.frame_a.R.w[1], valueReference is 244, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:05.537 The 3391-th variable: name is mechanics.r3.frame_a.R.T[3, 3], valueReference is 231, valueType is 1, valueInit is 0.4698463103929543, causality is 8.

2020-06-10 17:10:05.538 The 3392-th variable: name is mechanics.r3.frame_a.R.T[3, 2], valueReference is 11102, valueType is 1, valueInit is -0.3420201433256687, causality is 8.

2020-06-10 17:10:05.538 The 3393-th variable: name is mechanics.r3.frame_a.R.T[3, 1], valueReference is 230, valueType is 1, valueInit is -0.8137976813493737, causality is 8.

2020-06-10 17:10:05.539 The 3394-th variable: name is mechanics.r3.frame_a.R.T[2, 3], valueReference is 229, valueType is 1, valueInit is 0.1710100716628344, causality is 8.

2020-06-10 17:10:05.539 The 3395-th variable: name is mechanics.r3.frame_a.R.T[2, 2], valueReference is 11096, valueType is 1, valueInit is 0.9396926207859084, causality is 8.

2020-06-10 17:10:05.539 The 3396-th variable: name is mechanics.r3.frame_a.R.T[2, 1], valueReference is 228, valueType is 1, valueInit is -0.2961981327260238, causality is 8.

2020-06-10 17:10:05.540 The 3397-th variable: name is mechanics.r2.frame_b.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.540 The 3398-th variable: name is mechanics.r2.frame_b.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.541 The 3399-th variable: name is mechanics.r2.frame_a.R.w[2], valueReference is 146, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.541 The 3400-th variable: name is mechanics.r2.frame_a.R.T[3, 3], valueReference is 131, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.541 The 3401-th variable: name is mechanics.r2.frame_a.R.T[3, 1], valueReference is 129, valueType is 1, valueInit is -0.8660254037844386, causality is 8.

2020-06-10 17:10:05.542 The 3402-th variable: name is mechanics.r1.frame_b.R.T[1, 3], valueReference is 323, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.542 The 3403-th variable: name is mechanics.r1.frame_b.R.T[1, 1], valueReference is 321, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.543 The 3404-th variable: name is mechanics.b5.frameTranslation.frame_a.t[2], valueReference is 616, valueType is 1, valueInit is 0.4401575651106402, causality is 8.

2020-06-10 17:10:05.543 The 3405-th variable: name is mechanics.r6.frame_b.f[2], valueReference is 1906, valueType is 1, valueInit is 491.7892356558852, causality is 8.

2020-06-10 17:10:05.544 The 3406-th variable: name is mechanics.r6.frame_a.R.T[2, 3], valueReference is 609, valueType is 1, valueInit is -2.775557561562891e-017, causality is 8.

2020-06-10 17:10:05.544 The 3407-th variable: name is mechanics.r6.frame_a.R.T[2, 2], valueReference is 608, valueType is 1, valueInit is 1, causality is 8.

2020-06-10 17:10:05.545 The 3408-th variable: name is mechanics.r6.frame_a.R.T[2, 1], valueReference is 607, valueType is 1, valueInit is 5.551115123125783e-017, causality is 8.

2020-06-10 17:10:05.545 The 3409-th variable: name is mechanics.b4.frameTranslation.frame_b.t[1], valueReference is 518, valueType is 1, valueInit is 54.62557976686654, causality is 8.

2020-06-10 17:10:05.546 The 3410-th variable: name is mechanics.r5.frame_b.f[1], valueReference is 1707, valueType is 1, valueInit is 6.989211577208053, causality is 8.

2020-06-10 17:10:05.546 The 3411-th variable: name is mechanics.r5.frame_a.R.T[1, 3], valueReference is 512, valueType is 1, valueInit is 0.8660254037844386, causality is 8.

2020-06-10 17:10:05.547 The 3412-th variable: name is mechanics.r5.frame_a.R.T[1, 2], valueReference is 511, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:05.547 The 3413-th variable: name is mechanics.r5.frame_a.R.T[1, 1], valueReference is 510, valueType is 1, valueInit is 0.5000000000000001, causality is 8.

2020-06-10 17:10:05.547 The 3414-th variable: name is mechanics.b3.frameTranslation.frame_b.t[2], valueReference is 425, valueType is 1, valueInit is -45.20455038574498, causality is 8.
